Year,Date,Date_Ref,LocationAbbr,LocationDesc,TopicType,TopicDesc,MeasureDesc,Sub-Measure,Variable,Geographic_Requirements,Geographic_Requirements_Text,Age_Requirements,Age_Requirements_Text,RQUIT_Requirements,RQUIT_Requirements_Text,Insurance_Requirements,Insurance_Requirements_Text,Pregnancy_Requirements,Pregnancy_Requirements_Text,Other_Requirements,Other_Requirements_Text,Unlimited_Sessions_Offered,Number_of_Sessions_Offered,Comments,GeoLocation,TopicTypeId,TopicId,MeasureID,SOURCE,SubMeasureID,DisplayOrder
2011,1,Jan-Mar,AL,Alabama,Quitline,Services Available,Counseling,Amount of Counseling Offered,Pregnant,Yes,Resident of state,No,,Yes,Next 30 days,No,,Yes,Pregnant,No,,No,12,,"(32.84057112200048, -86.63186076199969)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2011,4,Oct-Dec,OH,Ohio,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,Parental consent required for callers under age 18,No,,Yes,Uninsured or select insurance,No,,No,,No,5,,"(40.06021014100048, -82.40426005599966)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2010,3,Jul-Sep,CT,Connecticut,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,No,,No,,No,,No,5,,"(41.56266102000046, -72.64984095199964)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2013,3,Jul-Sep,MN,Minnesota,Quitline,Services Available,Counseling,Amount of Counseling Offered,Uninsured,Yes,Resident of state,No,,No,,Yes,Uninsured,No,,No,,No,5,,"(46.35564873600049, -94.79420050299967)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2013,3,Jul-Sep,GA,Georgia,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,13 years and older,No,,No,,No,,No,,No,4,,"(32.83968109300048, -83.62758034599966)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2020,12,Jul-Dec,OK,Oklahoma,Quitline,Services Available,Counseling,Amount of Counseling Offered,Pregnant,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,Yes,Uninsured; Medicaid; Medicare,Yes,Pregnant,No,,No,10,,"(35.47203135600046, -97.52107021399968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2012,1,Jan-Mar,SC,South Carolina,Quitline,Services Available,Counseling,Amount of Counseling Offered,Callers ages 12-17,Yes,Resident of state,Yes,Ages 12-17,No,,No,,No,,No,,No,5,,"(33.998821303000454, -81.04537120699968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2016,4,Oct-Dec,WA,Washington,Quitline,Services Available,Counseling,Amount of Counseling Offered,Medicaid,Yes,Resident of state,Yes,12 years and older,Yes,Next 30 days or already quit,Yes,Medicaid,No,,No,,No,1,,"(47.52227862900048, -120.47001078999972)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2016,4,Oct-Dec,KY,Kentucky,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,15 years and older,No,,No,,No,,No,,No,4,,"(37.645970271000465, -84.77497104799966)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2015,1,Jan-Mar,OR,Oregon,Quitline,Services Available,Counseling,Amount of Counseling Offered,Medicaid managed care plans that do not contract with Alere Wellbeing,Yes,Resident of state,Yes,18 years and older,Yes,Next 30 days,Yes,Medicaid managed care plans that do not contract with Alere Wellbeing,No,,No,,No,1,,"(44.56744942400047, -120.15503132599969)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2011,2,Apr-Jun,SC,South Carolina,Quitline,Services Available,Counseling,Amount of Counseling Offered,Uninsured,Yes,Resident of state,Yes,12 years and older,No,,Yes,Uninsured,No,,No,,No,5,,"(33.998821303000454, -81.04537120699968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2014,2,Apr-Jun,NE,Nebraska,Quitline,Services Available,Counseling,Amount of Counseling Offered,Pregnant,Yes,Resident of state,Yes,16 years and older,No,,No,,Yes,Pregnant,No,,No,10,,"(41.6410409880005, -99.36572062299967)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2010,3,Jul-Sep,NH,New Hampshire,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,No,,No,,No,,No,,No,,No,5,,"(43.65595011300047, -71.50036091999965)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2012,1,Jan-Mar,AL,Alabama,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,No,,Yes,Next 30 days,No,,No,,No,,No,5,,"(32.84057112200048, -86.63186076199969)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2011,4,Oct-Dec,OK,Oklahoma,Quitline,Services Available,Counseling,Amount of Counseling Offered,HealthChoice members,Yes,Resident of state,Yes,18 years and older,Yes,Next 30 days,Yes,HealthChoice members,No,,No,,No,5,,"(35.47203135600046, -97.52107021399968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2015,4,Oct-Dec,MN,Minnesota,Quitline,Services Available,Counseling,Amount of Counseling Offered,Underinsured,Yes,Resident of state,No,,No,,Yes,Underinsured,No,,No,,No,5,,"(46.35564873600049, -94.79420050299967)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2013,1,Jan-Mar,MO,Missouri,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,18 years and older,Yes,Next 30 days or already quit,No,,No,,No,,No,1,,"(38.635790776000476, -92.56630005299968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2015,3,Jul-Sep,MN,Minnesota,Quitline,Services Available,Counseling,Amount of Counseling Offered,Uninsured: Pregnant/Postpartum,Yes,Resident of state,No,,No,,Yes,Uninsured,Yes,Pregnant/Postpartum,No,,No,10,"Insured but with no cessation benefits. Launched May 7, 2014","(46.35564873600049, -94.79420050299967)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2018,1,Jan-Mar,NM,New Mexico,Quitline,Services Available,Counseling,Amount of Counseling Offered,Pregnant,Yes,Resident of state,Yes,18 years and older,Yes,Next 30 days,No,,Yes,Pregnant,No,,No,10,Includes postpartum follow up. Participants can call in for additional support.,"(34.52088095200048, -106.24058098499967)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2020,6,Jan-Jun,WV,West Virginia,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,No,,No,,No,,No,,No,,No,4,,"(38.66551020200046, -80.71264013499967)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2017,4,Oct-Dec,MS,Mississippi,Quitline,Services Available,Counseling,Amount of Counseling Offered,Pregnant,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,No,,Yes,Pregnant,No,,No,12,,"(32.745510099000455, -89.53803082499968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2012,2,Apr-Jun,OH,Ohio,Quitline,Services Available,Counseling,Amount of Counseling Offered,Employees or beneficiaries of members of the Ohio Tobacco Collaborative,Yes,Resident of state,Yes,13 years and older (parental consent required for callers ages 13-17),No,,No,,No,,Yes,Employees or beneficiaries of members of the Ohio Tobacco Collaborative,No,5,,"(40.06021014100048, -82.40426005599966)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2010,4,Oct-Dec,NH,New Hampshire,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,No,,No,,No,,No,,No,,No,5,,"(43.65595011300047, -71.50036091999965)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2014,2,Apr-Jun,SD,South Dakota,Quitline,Services Available,Counseling,Amount of Counseling Offered,Callers who have used the quitline fewer than 3 times,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,No,,No,,Yes,Callers who have used the quitline fewer than 3 times,No,5,,"(44.353130053000484, -100.3735306369997)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2012,4,Oct-Dec,OH,Ohio,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,13 years and older (parental consent required for callers ages 13-17),No,,Yes,Uninsured or select insurance,No,,No,,No,5,,"(40.06021014100048, -82.40426005599966)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2014,2,Apr-Jun,OR,Oregon,Quitline,Services Available,Counseling,Amount of Counseling Offered,Private insurance,Yes,Resident of state,Yes,18 years and older,Yes,Next 30 days,Yes,Private insurance,No,,No,,No,1,,"(44.56744942400047, -120.15503132599969)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2011,3,Jul-Sep,WA,Washington,Quitline,Services Available,Counseling,Amount of Counseling Offered,Medicaid,Yes,Resident of state,Yes,18 years and older,Yes,Next 30 days or already quit,Yes,Medicaid,No,,No,,No,5,,"(47.52227862900048, -120.47001078999972)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2016,4,Oct-Dec,OR,Oregon,Quitline,Services Available,Counseling,Amount of Counseling Offered,Medicaid Fee For Service,Yes,Resident of state,Yes,18 years and older,Yes,Next 30 days,Yes,Medicaid Fee For Service,No,,No,,No,4,,"(44.56744942400047, -120.15503132599969)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2011,2,Apr-Jun,OK,Oklahoma,Quitline,Services Available,Counseling,Amount of Counseling Offered,Medicare,Yes,Resident of state,Yes,18 years and older,Yes,Next 30 days,Yes,Medicare,No,,No,,No,5,,"(35.47203135600046, -97.52107021399968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2020,12,Jul-Dec,KS,Kansas,Quitline,Services Available,Counseling,Amount of Counseling Offered,American Indian,Yes,Resident of state,Yes,13 years and older,No,,No,,No,,No,,No,7,,"(38.34774030000045, -98.20078122699965)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2015,1,Jan-Mar,NM,New Mexico,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,No,,No,,No,,No,5,Participants can call in for additional support,"(34.52088095200048, -106.24058098499967)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2013,2,Apr-Jun,TX,Texas,Quitline,Services Available,Counseling,Amount of Counseling Offered,Targeted communities with DSHS funded comprehensive tobacco coalitions,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,No,,No,,Yes,Targeted communities with DSHS funded comprehensive tobacco coalitions,No,5,,"(31.827240407000488, -99.42677020599967)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2011,3,Jul-Sep,LA,Louisiana,Quitline,Services Available,Counseling,Amount of Counseling Offered,Pregnant,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,No,,Yes,Pregnant,No,,No,10,,"(31.31266064400046, -92.44568007099969)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2011,4,Oct-Dec,AR,Arkansas,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,No,,No,,No,,No,5,,"(34.74865012400045, -92.27449074299966)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2015,4,Oct-Dec,WA,Washington,Quitline,Services Available,Counseling,Amount of Counseling Offered,Medicaid Fee For Service,Yes,Resident of state,Yes,12 years and older,Yes,Next 30 days or already quit,Yes,Medicaid Fee For Service,No,,No,,No,8,Four quit attempts up to twice a year,"(47.52227862900048, -120.47001078999972)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2016,3,Jul-Sep,SD,South Dakota,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,No,,No,,No,,No,1,,"(44.353130053000484, -100.3735306369997)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2016,1,Jan-Mar,AK,Alaska,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,18 years and older,No,,No,,No,,No,,No,5,Text 2 Quit and Web Coach also available to all participants in addition to phone counseling,"(64.84507995700051, -147.72205903599973)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2016,1,Jan-Mar,LA,Louisiana,Quitline,Services Available,Counseling,Amount of Counseling Offered,Ready to quit in the next 30 days,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,No,,No,,No,,No,5,,"(31.31266064400046, -92.44568007099969)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2020,6,Jan-Jun,OK,Oklahoma,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,Yes,Uninsured; Medicaid; Medicare,No,,No,,No,1,,"(35.47203135600046, -97.52107021399968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2012,1,Jan-Mar,UT,Utah,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,No,,Yes,Next 30 days,No,,No,,No,,No,5,,"(39.360700171000474, -111.58713063499971)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2017,2,Apr-Jun,LA,Louisiana,Quitline,Services Available,Counseling,Amount of Counseling Offered,Ready to quit in the next 30 days,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,No,,No,,No,,No,5,,"(31.31266064400046, -92.44568007099969)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2014,4,Oct-Dec,MN,Minnesota,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,No,,No,,Yes,Uninsured or select insurance,No,,No,,No,5,,"(46.35564873600049, -94.79420050299967)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2011,2,Apr-Jun,GU,Guam,Quitline,Services Available,Counseling,Amount of Counseling Offered,Medicaid,Yes,Resident of state,Yes,18 years and older,Yes,Next 30 days,Yes,Medicaid,No,,No,,No,5,,"(13.444304, 144.793731)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2012,2,Apr-Jun,IL,Illinois,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,18 years and older,No,,No,,No,,No,,Yes,,,"(40.48501028300046, -88.99771017799969)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2016,1,Jan-Mar,MI,Michigan,Quitline,Services Available,Counseling,Amount of Counseling Offered,Pregnant/Prenatal,Yes,Resident of state,No,,Yes,Next 30 days,No,,Yes,Pregnant/Prenatal,No,,No,9,,"(44.6613195430005, -84.71439026999968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2010,4,Oct-Dec,RI,Rhode Island,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,No,,No,,No,,No,,No,,No,5,,"(41.70828019300046, -71.52247031399963)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2017,3,Jul-Sep,PR,Puerto Rico,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,18 years and older,No,,No,,No,,No,,No,12,,"(18.220833, -66.590149)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2019,6,Jan-Jun,NC,North Carolina,Quitline,Services Available,Counseling,Amount of Counseling Offered,Privately Insured,Yes,Resident of state,No,,Yes,Next 30 days,No,,No,,No,,No,1,"If plan, employer, or county partner with QuitlineNC then 4 calls","(35.466220975000454, -79.15925046299964)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2018,2,Apr-Jun,MO,Missouri,Quitline,Services Available,Counseling,Amount of Counseling Offered,Ready to quit in the next 30 days,Yes,Resident of state,Yes,18 years and older,Yes,Next 30 days or already quit,No,,No,,No,,No,4,,"(38.635790776000476, -92.56630005299968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2014,1,Jan-Mar,KS,Kansas,Quitline,Services Available,Counseling,Amount of Counseling Offered,Pregnant,Yes,Resident of state,Yes,13 years and older,No,,No,,Yes,Pregnant,No,,No,10,,"(38.34774030000045, -98.20078122699965)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2015,2,Apr-Jun,AR,Arkansas,Quitline,Services Available,Counseling,Amount of Counseling Offered,Ready to quit in the next 30 days,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,No,,No,,No,,No,5,,"(34.74865012400045, -92.27449074299966)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2016,3,Jul-Sep,MN,Minnesota,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,No,,No,,Yes,Uninsured or select insurance,No,,No,,No,5,,"(46.35564873600049, -94.79420050299967)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
